column,family,present_in,verdict,canonical,audit_test,usage_scope,reason
risk_reward_ratio_long_10,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_long_100,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_long_14,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_long_2,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_long_20,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_long_200,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_long_3,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_long_30,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_long_5,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_long_50,risk_reward_ratio_long,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_1,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_10,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_100,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_14,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_2,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_20,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_200,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_3,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_30,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_5,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_reward_ratio_short_50,risk_reward_ratio_short,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
risk_score,risk_score,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_1,robust_scaled_close,50/50,PLACEHOLDER,normalized_price_vol_1,A3,AUCUN,constante (std=0) sur 7/7 symboles audites
robust_scaled_close_10,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_100,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_14,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_2,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_20,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_200,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_3,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_30,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_5,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
robust_scaled_close_50,robust_scaled_close,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_1,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_10,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_100,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_14,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_2,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_20,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_200,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_3,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_30,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_5,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
roc_50,roc,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_1,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_10,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_100,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_14,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_2,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_20,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_200,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_3,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_30,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_5,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rogers_satchell_volatility_50,rogers_satchell_volatility,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_autocorrelation_return_1,rolling_autocorrelation_return,50/50,PLACEHOLDER,normalized_price_vol_1,A3,AUCUN,constante (std=0) sur 7/7 symboles audites
rolling_autocorrelation_return_10,rolling_autocorrelation_return,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_autocorrelation_return_100,rolling_autocorrelation_return,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_autocorrelation_return_14,rolling_autocorrelation_return,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_autocorrelation_return_2,rolling_autocorrelation_return,50/50,PLACEHOLDER,normalized_price_vol_1,A3,AUCUN,constante (std=0) sur 7/7 symboles audites
rolling_autocorrelation_return_20,rolling_autocorrelation_return,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_autocorrelation_return_200,rolling_autocorrelation_return,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_autocorrelation_return_3,rolling_autocorrelation_return,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_autocorrelation_return_30,rolling_autocorrelation_return,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_autocorrelation_return_5,rolling_autocorrelation_return,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_autocorrelation_return_50,rolling_autocorrelation_return,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_1,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_10,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_100,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_14,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_2,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_20,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_200,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_3,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_30,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
rolling_average_gain_5,rolling_average_gain,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
